path,method,used,hit_count,hits
/api/v2/admin/auth-mode/reattempt,POST,False,0,
/api/v2/admin/auth-mode/switch,POST,False,0,
/api/v2/admin/auth-status,GET,False,0,
/api/v2/admin/brokerage-plans,GET,False,0,
/api/v2/admin/brokerage-plans,POST,False,0,
/api/v2/admin/brokerage-plans/,GET,False,0,
/api/v2/admin/brokerage-plans/,POST,False,0,
/api/v2/admin/brokerage-plans/{plan_id},DELETE,False,0,
/api/v2/admin/brokerage-plans/{plan_id},PUT,False,0,
/api/v2/admin/charge-calculation/recompute-historic,POST,False,0,
/api/v2/admin/charge-calculation/run,POST,False,0,
/api/v2/admin/charge-calculation/status,GET,False,0,
/api/v2/admin/close-price/rollover,POST,False,0,
/api/v2/admin/dhan/subscriptions,GET,False,0,
/api/v2/admin/greeks/interval,POST,False,0,
/api/v2/admin/mode,GET,False,0,
/api/v2/admin/mode,POST,False,0,
/api/v2/admin/reload-scrip-master,POST,False,0,
/api/v2/admin/schedulers/{name}/{action},POST,False,0,
/api/v2/admin/scrip-master/status,GET,False,0,
/api/v2/admin/subscription-lists/{list_name},GET,False,0,
/api/v2/admin/subscription-lists/{list_name},POST,False,0,
/api/v2/admin/subscription-lists/{list_name}/symbols,GET,False,0,
/api/v2/admin/subscription-lists/{list_name}/symbols/,GET,False,0,
/api/v2/admin/users/{user_id},GET,False,0,
/api/v2/admin/users/{user_id},PATCH,False,0,
/api/v2/admin/users/{user_id}/brokerage-plans,POST,False,0,
/api/v2/admin/users/{user_id}/funds,POST,False,0,
/api/v2/admin/users/{user_id}/positions,GET,False,0,
/api/v2/admin/users/{user_id}/positions/delete-all,POST,False,0,
/api/v2/admin/users/{user_id}/positions/delete-specific,POST,False,0,
/api/v2/admin/users/{user_id}/soft-delete,POST,False,0,
/api/v2/auth/logout,POST,False,0,
/api/v2/auth/portal/signup,POST,False,0,
/api/v2/margin/nse-refresh,POST,False,0,
/api/v2/margin/span-data,GET,False,0,
/api/v2/market/quote,GET,False,0,
/api/v2/market/snapshot/{token},GET,False,0,
/api/v2/market/underlying-ltp/{symbol},GET,False,0,
/api/v2/payouts/{payout_id},PATCH,False,0,
/api/v2/payouts/{payout_id}/,PATCH,False,0,
/api/v2/portfolio/positions/equity-holdings/,GET,False,0,
/api/v2/portfolio/positions/pnl/historic/,GET,False,0,
/api/v2/portfolio/positions/pnl/summary,GET,False,0,
/api/v2/portfolio/positions/pnl/summary/,GET,False,0,
/api/v2/portfolio/positions/{position_id}/close,POST,False,0,
/api/v2/trading/basket-orders/{basket_id},DELETE,False,0,
/api/v2/trading/basket-orders/{basket_id}/legs,POST,False,0,
/api/v2/trading/basket-orders/{basket_id}/margin,POST,False,0,
/api/v2/trading/orders/{order_id},DELETE,False,0,
/api/v2/trading/orders/{order_id},GET,False,0,
/api/v2/watchlist/{user_id},GET,False,0,
